Market Title,Outcome,Condition ID,Realized PnL,Avg Price,Total Bought,Current Price,Trades,Timestamp,Event Slug,End Date
"Solana Up or Down - April 26, 12:25AM-12:30AM ET",Down,0x14bcd1302e12aa1ad1a7d1b871eec34c260e41dfb1cdf8e7e5eb220641cbc272,4.806,0.987985,400,1,1,2026-04-26 07:34:24,sol-updown-5m-1777177500,2026-04-26T00:00:00Z
"Ethereum Up or Down - April 25, 11:50PM-11:55PM ET",Down,0x76f7db1bad771e2c532890ac40256d3b61de8ca5a0d5f7cba0fefefd00566950,4.3896,0.989026,400,1,1,2026-04-26 06:59:24,eth-updown-5m-1777175400,2026-04-26T00:00:00Z
"BNB Up or Down - April 25, 9:45PM-9:50PM ET",Down,0x5791f3b9a57d5858c0929d0a387bfd2764f0e7090b8558c993e3bdb06668eaf4,0.3404,0.99,34.04,1,1,2026-04-26 04:54:24,bnb-updown-5m-1777167900,2026-04-26T00:00:00Z
"Solana Up or Down - April 25, 8:45PM-8:50PM ET",Down,0xc337739122ab5e5908f4af591498663035be1a5becf9a90beb5e8daef8fbe9d2,0.9211,0.981578,50,1,1,2026-04-26 03:54:26,sol-updown-5m-1777164300,2026-04-26T00:00:00Z
"Bitcoin Up or Down - April 25, 8:45PM-8:50PM ET",Down,0xc94d7403358eba601a405dfbc77a2850506c4146e2f699a5538280eb0ee0dcad,0.5,0.99,50,1,0,2026-04-26 03:54:24,btc-updown-5m-1777164300,2026-04-26T00:00:00Z
"BNB Up or Down - April 25, 8:15PM-8:20PM ET",Down,0x1346aac419fdb327afd1e1fe5f0369443fd1ca7058d7d7de1fa69c97e64ad027,1,0.99,100,1,0,2026-04-26 03:24:24,bnb-updown-5m-1777162500,2026-04-26T00:00:00Z
"Ethereum Up or Down - April 25, 7:40PM-7:45PM ET",Down,0xdc6d624ac72dd4184a717cb37f76593e512bd70e502e74c4b1f8e532fbb8fc33,11.5536,0.971116,400,1,1,2026-04-26 02:49:24,eth-updown-5m-1777160400,2026-04-25T00:00:00Z
"XRP Up or Down - April 25, 7:00PM-7:05PM ET",Down,0x0e2863664c7d9e25f6a081bf8bf2518678ec459867eae766284aff76e7621e5b,1.2103,0.99,121.03,1,1,2026-04-26 02:09:24,xrp-updown-5m-1777158000,2026-04-25T00:00:00Z
"BNB Up or Down - April 25, 6:50PM-6:55PM ET",Down,0x390bb8d8442a79d79cca96f48ba112fa8023a1ec37d60e9d9fd1d417831c55cc,0.40980000000000005,0.99,40.98,1,1,2026-04-26 01:59:24,bnb-updown-5m-1777157400,2026-04-25T00:00:00Z
"Dogecoin Up or Down - April 25, 6:35PM-6:40PM ET",Down,0xb500d0b28f0f9fcb14130d2391fc4ccb821c61819f3a5f83f99601fe4f05154e,0.7044000000000001,0.99,70.44,1,1,2026-04-26 01:44:24,doge-updown-5m-1777156500,2026-04-25T00:00:00Z
"Ethereum Up or Down - April 25, 6:15PM-6:20PM ET",Down,0xd84144c4e2dd157f052c85e168c9ad0c5cbc4bb62e0381b8f0b45dbdd73d10c1,0.8874999999999998,0.99,88.75,1,1,2026-04-26 01:24:24,eth-updown-5m-1777155300,2026-04-25T00:00:00Z
"XRP Up or Down - April 25, 6:10PM-6:15PM ET",Down,0x74e6da05c5d42f34baf1f82814bc45014e969846b5b3b58fe166b465bf294607,3.79,0.99,379,1,0,2026-04-26 01:19:24,xrp-updown-5m-1777155000,2026-04-25T00:00:00Z
"XRP Up or Down - April 25, 6:05PM-6:10PM ET",Down,0x27353ad6cec44c871088f0c7d69b551e5dc3ab8708bdc3b1e576dc11d293d221,0.8864,0.99,88.64,1,0,2026-04-26 01:14:24,xrp-updown-5m-1777154700,2026-04-25T00:00:00Z
"XRP Up or Down - April 25, 5:10PM-5:15PM ET",Down,0x277ff5da8ac1219909bc7af3f1a9d726d9cbaec2a1edb611db5882dc05dcf6a0,-352,0.88,400,0,1,2026-04-26 00:19:24,xrp-updown-5m-1777151400,2026-04-25T00:00:00Z
"BNB Up or Down - April 25, 4:35PM-4:40PM ET",Down,0xe772b0ca79c4a761118cfc3b1145c4ce68f5e53903a6494a7ac6fb5ff93370be,-173.0718,0.99,174.82,0,0,2026-04-25 23:44:24,bnb-updown-5m-1777149300,2026-04-25T00:00:00Z
"Ethereum Up or Down - April 25, 4:20PM-4:25PM ET",Down,0xddfd02efdce7623e00b47a0ba1f5c5ac7d686fdd72f2bb1559c067d0fdc3ea28,4,0.99,400,1,0,2026-04-25 23:39:24,eth-updown-5m-1777148400,2026-04-25T00:00:00Z
"Dogecoin Up or Down - April 25, 3:40PM-3:45PM ET",Down,0x28ef2dd0b48e6f7ad240fa9b19de086df2669b11ab05c44efd1c09ac54d4d79c,1.1,0.99,110,1,1,2026-04-25 22:49:24,doge-updown-5m-1777146000,2026-04-25T00:00:00Z
"XRP Up or Down - April 25, 2:20PM-2:25PM ET",Down,0x5e78863aca692e9d08f8d9b264df257787060be81094342043a116a26ca37bc0,4.2956,0.989261,400,1,1,2026-04-25 21:29:24,xrp-updown-5m-1777141200,2026-04-25T00:00:00Z
"Ethereum Up or Down - April 25, 1:55PM-2:00PM ET",Down,0x2fa5ec601124896ec0dc9a12db73332d7fab0a5e1259933323c606aff872cc14,75.186,0.812035,400,1,1,2026-04-25 21:04:24,eth-updown-5m-1777139700,2026-04-25T00:00:00Z
"XRP Up or Down - April 25, 1:50PM-1:55PM ET",Down,0xa6df6b0d16ca39b7e84d4a15e5a8e548b79535d9972a6c6791c6824dbe156d9b,4,0.99,400,1,1,2026-04-25 20:59:24,xrp-updown-5m-1777139400,2026-04-25T00:00:00Z
"Dogecoin Up or Down - April 25, 1:20PM-1:25PM ET",Down,0x798576fd343ad3dde456dddd4c0a6b7f2875c74cf8174740745028f29f090882,1.3788,0.99,137.88,1,1,2026-04-25 20:29:24,doge-updown-5m-1777137600,2026-04-25T00:00:00Z
"Solana Up or Down - April 25, 11:55AM-12:00PM ET",Down,0x2f21e78d618e1c30ebf6f715c03f0cea77623ec2e898b4c97d60385d72d423dd,4.0452,0.9898869999999999,400,1,1,2026-04-25 19:04:26,sol-updown-5m-1777132500,2026-04-25T00:00:00Z
"Bitcoin Up or Down - April 25, 11:55AM-12:00PM ET",Down,0xe404881971a8d0ce1cd1e6a867c4eabeb785a011c838ee1003bb9de5af7973b4,4,0.99,400,1,1,2026-04-25 19:04:24,btc-updown-5m-1777132500,2026-04-25T00:00:00Z
"BNB Up or Down - April 25, 11:20AM-11:25AM ET",Down,0xeaf3d2dededa7126f7619994d10646f511f8d7f98f30f32a742de6a51c5fcc85,0.0755,0.99,7.55,1,0,2026-04-25 18:29:24,bnb-updown-5m-1777130400,2026-04-25T00:00:00Z
"XRP Up or Down - April 25, 11:15AM-11:20AM ET",Down,0x91cf9073ab9a247cd79d732a5fa002282cbf71257b245df345db2eb2e5fcad56,0.9153,0.99,91.53,1,1,2026-04-25 18:24:24,xrp-updown-5m-1777130100,2026-04-25T00:00:00Z
"Solana Up or Down - April 25, 9:30AM-9:35AM ET",Down,0xc0e1352922aaba4d73453b1258ebd9ed1c5817910219147b9169b316772386e1,3,0.99,300,1,1,2026-04-25 16:39:24,sol-updown-5m-1777123800,2026-04-25T00:00:00Z
"Dogecoin Up or Down - April 25, 9:15AM-9:20AM ET",Down,0xa24f357c0a181e3c034f9443d5daf8865aa8a3b56c70cde69b039b6191b6c60a,0.3602,0.99,36.02,1,0,2026-04-25 16:24:24,doge-updown-5m-1777122900,2026-04-25T00:00:00Z
"Solana Up or Down - April 25, 7:45AM-7:50AM ET",Down,0xa0db72d6d6c67d540d0d18877e47b37fb925abffc4dacd717caa5c84b1c31ecb,4,0.99,400,1,1,2026-04-25 14:54:24,sol-updown-5m-1777117500,2026-04-25T00:00:00Z
"XRP Up or Down - April 25, 7:35AM-7:40AM ET",Down,0x6afa94c27e4a22839017b2a6a003e980921c5d6b7139728e575307af0654d8e5,2.3236,0.99,232.36,1,1,2026-04-25 14:44:26,xrp-updown-5m-1777116900,2026-04-25T00:00:00Z
"Solana Up or Down - April 25, 7:35AM-7:40AM ET",Down,0xa79604ca46ac7996f631b7efd93db20f83bbf4d0fb0956ae9e8696242567b952,4.7076,0.988231,400,1,1,2026-04-25 14:44:24,sol-updown-5m-1777116900,2026-04-25T00:00:00Z
"Solana Up or Down - April 25, 7:25AM-7:30AM ET",Down,0xbd989a9cba7a9d91b47076febb282258f1ce07b25f3e2634516e13a83fb9d912,3.2576,0.99,325.76,1,1,2026-04-25 14:34:24,sol-updown-5m-1777116300,2026-04-25T00:00:00Z
"XRP Up or Down - April 25, 6:25AM-6:30AM ET",Down,0xa61add9cf5db9eb304820a073a6569ef055e699fa3a0b934a9566d07b752dd48,3.6406,0.99,364.06,1,1,2026-04-25 13:34:24,xrp-updown-5m-1777112700,2026-04-25T00:00:00Z
"Dogecoin Up or Down - April 25, 5:50AM-5:55AM ET",Down,0x752030cafa3a4e4880c4f047ec85ee69cbb5e9c64f4618192d093f3a7cab4875,2.7267000000000006,0.99,272.67,1,1,2026-04-25 12:59:24,doge-updown-5m-1777110600,2026-04-25T00:00:00Z
"Solana Up or Down - April 25, 5:15AM-5:20AM ET",Down,0x06a301e1a8b29c3cc1438da3877e41ef478cf63abc7f996e4ceb4a54b374abcf,1.7768,0.99,177.67999999999998,1,1,2026-04-25 12:24:24,sol-updown-5m-1777108500,2026-04-25T00:00:00Z
"BNB Up or Down - April 25, 5:10AM-5:15AM ET",Down,0x56500830eb4b535b2cb8d24ab6843dd8a99fbd727da28d22f7544e7a49bdd865,1.0594,0.99,105.94,1,1,2026-04-25 12:19:24,bnb-updown-5m-1777108200,2026-04-25T00:00:00Z
"Bitcoin Up or Down - April 25, 4:20AM-4:25AM ET",Down,0xb2a66b88ef9709e78ec2157cde3ec7a0f28b5d135bc80677760173c755a7b1ed,105.742,0.7356450000000001,400,1,1,2026-04-25 11:29:24,btc-updown-5m-1777105200,2026-04-25T00:00:00Z
"XRP Up or Down - April 25, 3:50AM-3:55AM ET",Down,0xd18c9abdf851c8d1e6b4c80e4bfd6d7a20a4b5d5b93fcde7218a60ad817f526d,4.0536,0.989866,400,1,1,2026-04-25 10:59:24,xrp-updown-5m-1777103400,2026-04-25T00:00:00Z
"Hyperliquid Up or Down - April 25, 3:05AM-3:10AM ET",Down,0xc621f1f65ffc2567301f1ba564cc36ddb0920d36e24340a5505e745b16b33593,130.5356,0.673661,400,1,1,2026-04-25 10:14:24,hype-updown-5m-1777100700,2026-04-25T00:00:00Z
"Ethereum Up or Down - April 25, 2:55AM-3:00AM ET",Down,0xb3671af74fe65d0f3f5b7015e8ac9f1fed263bdbe68aeea1a82e42335bc4683c,7.175199999999999,0.9820619999999999,400,1,1,2026-04-25 10:04:24,eth-updown-5m-1777100100,2026-04-25T00:00:00Z
"XRP Up or Down - April 25, 2:40AM-2:45AM ET",Down,0x0928de2026faee7a21ab44f5104cdbc576ab65bc6ad4f7a7794e3cd45c7cd150,2.8116,0.99,281.16,1,1,2026-04-25 09:49:24,xrp-updown-5m-1777099200,2026-04-25T00:00:00Z
"XRP Up or Down - April 25, 2:10AM-2:15AM ET",Down,0xfd94dd69c3d824a81dbad7b3b3caa3415eaf43c280eb2e63a98935345a4f2d59,4,0.99,400,1,1,2026-04-25 09:19:24,xrp-updown-5m-1777097400,2026-04-25T00:00:00Z
"XRP Up or Down - April 25, 1:40AM-1:45AM ET",Down,0xed78473e6c22ea7d4ae4647dadba6f93da0aa1b82dea8037c8cf008ed09f7d4d,-327.2,0.818,400,0,1,2026-04-25 08:49:24,xrp-updown-5m-1777095600,2026-04-25T00:00:00Z
"Solana Up or Down - April 25, 1:25AM-1:30AM ET",Down,0xb2261d0f3fb7e701b601d70d7accb98bf45f949a44e4bc34bbcfd59c29a23123,16.098,0.959755,400,1,1,2026-04-25 08:34:26,sol-updown-5m-1777094700,2026-04-25T00:00:00Z
"Ethereum Up or Down - April 25, 1:25AM-1:30AM ET",Down,0xac98f248f75a3b08f861006e67fd4ad31522c91dc87449b792dc8d614ea81c68,12.28364,0.969274,399.78,1,1,2026-04-25 08:34:24,eth-updown-5m-1777094700,2026-04-25T00:00:00Z
"Solana Up or Down - April 25, 1:20AM-1:25AM ET",Down,0x9dfab183c9f2005cebf1be263ac0c0cc5e7ccbda6f53040480eea297bd4b893e,3.7292,0.99,372.92,1,1,2026-04-25 08:29:24,sol-updown-5m-1777094400,2026-04-25T00:00:00Z
"Bitcoin Up or Down - April 25, 12:50AM-12:55AM ET",Down,0x28631350435d3689fdaf89400fdbf7f341fe7acfdba3bc824d7b195051f1415b,82.1932,0.794517,400,1,1,2026-04-25 07:59:24,btc-updown-5m-1777092600,2026-04-25T00:00:00Z
"Solana Up or Down - April 25, 12:40AM-12:45AM ET",Down,0xc8a630d431a2cf0eb843c8428d0da03a16c404aa04e3e7152d42fe5400add1ae,4.098,0.9897550000000002,400,1,1,2026-04-25 07:49:26,sol-updown-5m-1777092000,2026-04-25T00:00:00Z
"Ethereum Up or Down - April 25, 12:40AM-12:45AM ET",Down,0xb3171663071a613ff100433fb1f0e91748a4e0541970cc792bf319b0bd8ccf9f,11.4768,0.971308,400,1,1,2026-04-25 07:49:24,eth-updown-5m-1777092000,2026-04-25T00:00:00Z
"Solana Up or Down - April 25, 12:30AM-12:35AM ET",Down,0xe048f2f598d21ac84f1c6078abb310ac3cc456da41966fe53ac5dbca272d41b4,1.3812,0.99,138.12,1,1,2026-04-25 07:39:26,sol-updown-5m-1777091400,2026-04-25T00:00:00Z
"BNB Up or Down - April 25, 12:30AM-12:35AM ET",Down,0x25ff209d60c7d31eec5811f4e007565fbdca299ede2b3945442115ff9cbc3b3d,0.655,0.99,65.5,1,1,2026-04-25 07:39:24,bnb-updown-5m-1777091400,2026-04-25T00:00:00Z
"XRP Up or Down - April 25, 12:20AM-12:25AM ET",Down,0x209abbde73c0ea53619e8c3006e628f56c5118596875fb2dd2990d6ab553d87e,4,0.99,400,1,1,2026-04-25 07:29:24,xrp-updown-5m-1777090800,2026-04-25T00:00:00Z
"Ethereum Up or Down - April 24, 11:35PM-11:40PM ET",Down,0x689fab317217765a32d324f2c2f74b2fbdad8c787a550d46a1dc7c86954c29ea,2.7842,0.99,278.42,1,0,2026-04-25 06:44:24,eth-updown-5m-1777088100,2026-04-25T00:00:00Z
"Solana Up or Down - April 24, 11:10PM-11:15PM ET",Down,0xf63fbc32e0e7cc4e35c36bbf8409c6554999a7192935d8cb621dfc8fefa0b234,62.25,0.844375,400,1,2,2026-04-25 06:19:26,sol-updown-5m-1777086600,2026-04-25T00:00:00Z
"Bitcoin Up or Down - April 24, 10:45PM-10:50PM ET",Down,0xd683de1a4019edfe920c04ee275848b2f23025bdb6e0ffd4aa132966113daf65,69.9392,0.825152,400,1,1,2026-04-25 05:54:24,btc-updown-5m-1777085100,2026-04-25T00:00:00Z
"Ethereum Up or Down - April 24, 9:25PM-9:30PM ET",Down,0x0efd2316a0299166899af46f7e46d7780d36352187d2e32daf0734f012e007e0,4.8504,0.987874,400,1,1,2026-04-25 04:34:24,eth-updown-5m-1777080300,2026-04-25T00:00:00Z
"Solana Up or Down - April 24, 9:15PM-9:20PM ET",Down,0x5adaa1861e366f605f322f047004ddfdbb5999f114f4e9ddfbaa1f7a9526d3a2,9.2732,0.976817,400,1,1,2026-04-25 04:24:24,sol-updown-5m-1777079700,2026-04-25T00:00:00Z
"BNB Up or Down - April 24, 9:00PM-9:05PM ET",Down,0x157946917953383c6c8bba205ba68ae6f492832be90c744b0104105db01acffa,0.8683,0.99,86.83,1,1,2026-04-25 04:09:26,bnb-updown-5m-1777078800,2026-04-25T00:00:00Z
"Solana Up or Down - April 24, 9:00PM-9:05PM ET",Down,0xfc23302dcaaf0770ece9bd07a9f199e22a85c3ae2304df38036e4797afc86dd3,3.9973000000000005,0.99,399.73,1,1,2026-04-25 04:09:24,sol-updown-5m-1777078800,2026-04-25T00:00:00Z
"BNB Up or Down - April 24, 8:25PM-8:30PM ET",Down,0x4fbeb4893f203409533110d95c68b0905437044f78f00f71f33555624278d6c3,4,0.99,400,1,1,2026-04-25 03:34:24,bnb-updown-5m-1777076700,2026-04-25T00:00:00Z
"Solana Up or Down - April 24, 8:00PM-8:05PM ET",Down,0xdeff6cefa7a629b101d82ac85a87541eed1f37880efee0d8eb6a4f1788dc1941,3.9259,0.99,392.59,1,1,2026-04-25 03:09:24,sol-updown-5m-1777075200,2026-04-25T00:00:00Z
"Ethereum Up or Down - April 24, 7:55PM-8:00PM ET",Down,0x5934f910c8e514a8504db3863227ae7a099053c57a8f7892eb0e8578722a5022,4,0.99,400,1,1,2026-04-25 03:04:24,eth-updown-5m-1777074900,2026-04-25T00:00:00Z
"Solana Up or Down - April 24, 7:40PM-7:45PM ET",Down,0xa32957652754900aff9a55f9239f1d7d5b0568f8013b1e856f5522ec3405d27a,4,0.99,400,1,1,2026-04-25 02:49:24,sol-updown-5m-1777074000,2026-04-24T00:00:00Z
"Bitcoin Up or Down - April 24, 6:15PM-6:20PM ET",Down,0x6bb0be0c30e41a67c8e1b7cf767b78c56ea48e4b2a8c1629eb8f3f56fa76a18d,152.6864,0.618284,400,1,1,2026-04-25 01:24:24,btc-updown-5m-1777068900,2026-04-24T00:00:00Z
"Solana Up or Down - April 24, 5:55PM-6:00PM ET",Down,0x87eb518dedfbb4cb8f51760c02e867098e0ce2dc69e3132e3ecffe01f38f1184,7.7816,0.980546,400,1,1,2026-04-25 01:04:24,sol-updown-5m-1777067700,2026-04-24T00:00:00Z
"BNB Up or Down - April 24, 5:40PM-5:45PM ET",Down,0xb479641e1708f2f4e3cd3799a86b64c8a1f8aa6f04b8e3d885ffa08a5d2b7e1a,3.1146,0.99,311.46,1,0,2026-04-25 00:49:26,bnb-updown-5m-1777066800,2026-04-24T00:00:00Z
"Ethereum Up or Down - April 24, 3:35PM-3:40PM ET",Down,0x2d016b55623d5298d629fc2934a8120f9aa4a36cadb10f891652c137019c1669,17.2068,0.956983,400,1,1,2026-04-24 22:44:24,eth-updown-5m-1777059300,2026-04-24T00:00:00Z
"Ethereum Up or Down - April 24, 11:50AM-11:55AM ET",Down,0x3cad5bcbfc35068bc46808d51be9cf4709a8d52f7bd88c7a04eea07ba7a49c6d,4.6536,0.988366,400,1,1,2026-04-24 18:59:26,eth-updown-5m-1777045800,2026-04-24T00:00:00Z
"Hyperliquid Up or Down - April 24, 10:45AM-10:50AM ET",Down,0x5288bcfea3bc1daaeb9ac37a1b7a84d167b12428408b49457e92b5813b263004,6.66109,0.978814,314.41,1,1,2026-04-24 17:54:24,hype-updown-5m-1777041900,2026-04-24T00:00:00Z
"Dogecoin Up or Down - April 24, 9:30AM-9:35AM ET",Down,0xbf40fe033878017ca40cb6a00c4434136bbda1c93cb65d8f55ecbdb9cc313e58,1.4868,0.99,148.68,1,1,2026-04-24 16:49:24,doge-updown-5m-1777037400,2026-04-24T00:00:00Z
"Solana Up or Down - April 24, 8:20AM-8:25AM ET",Down,0x364380c0761e749596acc9e53f154fe4594a79e12d1a34994b029d9c0b443022,10.938,0.956248,250,1,1,2026-04-24 15:29:24,sol-updown-5m-1777033200,2026-04-24T00:00:00Z
"BNB Up or Down - April 24, 6:55AM-7:00AM ET",Down,0x6269197a66398c8d7ec667fd7a32d57ab7a449ec8a844a76862fb6d65a6b5ac5,1.1674,0.99,116.74,1,1,2026-04-24 14:04:24,bnb-updown-5m-1777028100,2026-04-24T00:00:00Z
"XRP Up or Down - April 24, 5:55AM-6:00AM ET",Down,0xc4a0923f5d136315f75fd5e64c03d57f1faf3e6972adbe18646797a143e31803,0.15669999999999998,0.99,15.67,1,1,2026-04-24 13:04:24,xrp-updown-5m-1777024500,2026-04-24T00:00:00Z
"Solana Up or Down - April 24, 5:45AM-5:50AM ET",Down,0x4df3e74a8b81d9fda02530af954f7a47d5ebc90008c6451cdbdd8409bac853aa,7.117249999999999,0.971531,250,1,1,2026-04-24 12:54:24,sol-updown-5m-1777023900,2026-04-24T00:00:00Z
"Ethereum Up or Down - April 24, 5:25AM-5:30AM ET",Down,0x25cb65424202aade638a78ca6b7e46eedcdd4a326e74c003ec16198a4bcaf88f,2.5,0.99,250,1,1,2026-04-24 12:34:26,eth-updown-5m-1777022700,2026-04-24T00:00:00Z
"XRP Up or Down - April 24, 5:25AM-5:30AM ET",Down,0x9a225cd12823d9a36cded0e45b0926a9e3c3bd6a68e6bdd2ca6b5a6ab4a29c1d,-247.5,0.99,250,0,0,2026-04-24 12:34:24,xrp-updown-5m-1777022700,2026-04-24T00:00:00Z
"BNB Up or Down - April 24, 3:15AM-3:20AM ET",Down,0x2a9eb4a148b42d19b698fc70a11be73502171934e868550484b4a729aa16688e,4.261894,0.980848,222.53,1,1,2026-04-24 10:24:24,bnb-updown-5m-1777014900,2026-04-24T00:00:00Z
"Hyperliquid Up or Down - April 24, 2:50AM-2:55AM ET",Down,0x10a3e1044c923127cb24438ef3092ebe16652a9e0b486e75521bcdd48d2b138c,0.4794,0.99,47.94,1,1,2026-04-24 09:59:24,hype-updown-5m-1777013400,2026-04-24T00:00:00Z
"BNB Up or Down - April 24, 2:20AM-2:25AM ET",Down,0x5ea39a7124ac7e224f0426155f69e2e01e06ae793a5e4081528a02763dd487e3,48.09175,0.807633,250,1,1,2026-04-24 09:29:24,bnb-updown-5m-1777011600,2026-04-24T00:00:00Z
"XRP Up or Down - April 24, 1:15AM-1:20AM ET",Down,0xe71c3f503ab691d867503c35795c8ba9e786b2971b4a3101b6eef21b9640dbad,2.5,0.99,250,1,1,2026-04-24 08:24:24,xrp-updown-5m-1777007700,2026-04-24T00:00:00Z
"Hyperliquid Up or Down - April 24, 1:05AM-1:10AM ET",Down,0x6f84de1be70153514ddd925d079071000eafd387b61244cdaed03124d78a4919,1.18,0.99,118,1,1,2026-04-24 08:14:28,hype-updown-5m-1777007100,2026-04-24T00:00:00Z
"Ethereum Up or Down - April 24, 1:05AM-1:10AM ET",Down,0xcfabb8b5f60cced2e137b0398e40c8bd7df1c3265a0361aa532b5bbb1140d054,9.905,0.96038,250,1,1,2026-04-24 08:14:26,eth-updown-5m-1777007100,2026-04-24T00:00:00Z
"XRP Up or Down - April 24, 1:05AM-1:10AM ET",Down,0x27011a59d1f33bcc26b8e07a4e5148650c3fac4eaff7993bfc552cc845126bc9,2.562,0.989752,250,1,1,2026-04-24 08:14:24,xrp-updown-5m-1777007100,2026-04-24T00:00:00Z
"Dogecoin Up or Down - April 24, 12:55AM-1:00AM ET",Down,0xf1eb873fa18c170cfca736216db50fc82a5949baa045f476041e8933c1f97a76,1.1729,0.99,117.29,1,1,2026-04-24 08:04:24,doge-updown-5m-1777006500,2026-04-24T00:00:00Z
"Hyperliquid Up or Down - April 23, 11:40PM-11:45PM ET",Down,0x4401a1106fa6f03456d02ed500c9612006f2fd336f492851e2a044479415ad79,2.20014,0.987058,170,1,1,2026-04-24 06:49:24,hype-updown-5m-1777002000,2026-04-24T00:00:00Z
"Bitcoin Up or Down - April 23, 8:20PM-8:25PM ET",Down,0x6ec1f86fdbbfa4f8de25ef7c2186fe2742029affb731a163f36ffbf66cd25ce3,125,0.5,250,1,1,2026-04-24 03:29:24,btc-updown-5m-1776990000,2026-04-24T00:00:00Z
"Dogecoin Up or Down - April 23, 7:30PM-7:35PM ET",Down,0x1c4467bd063d8f12de30c52f088b262f3831f07b2075a6f16c9c01ef34e23c03,0.09999999999999999,0.99,10,1,1,2026-04-24 02:39:24,doge-updown-5m-1776987000,2026-04-23T00:00:00Z
"Dogecoin Up or Down - April 23, 7:10PM-7:15PM ET",Down,0xcddddb4d2437eb056c75a17387dc1e0f068493fbd7c0e02a7187c14d67afb610,1.1045,0.99,110.45,1,0,2026-04-24 02:19:24,doge-updown-5m-1776985800,2026-04-23T00:00:00Z
"Hyperliquid Up or Down - April 23, 6:55PM-7:00PM ET",Down,0x33b596c8b69b508458ffcf021052a43dfe06d95b3157e20604f0546ed1b7ecdb,1.119214,0.989023,101.96,1,1,2026-04-24 02:04:24,hype-updown-5m-1776984900,2026-04-23T00:00:00Z
"Dogecoin Up or Down - April 23, 6:45PM-6:50PM ET",Down,0x3762e7136bd0e4d7024f4e6302ac7f1dfd5abdce268fcdfc7beb91bedbfd4503,3.1715,0.9873139999999999,250,1,1,2026-04-24 01:54:24,doge-updown-5m-1776984300,2026-04-23T00:00:00Z
"Ethereum Up or Down - April 23, 5:05PM-5:10PM ET",Down,0x4ead7ba9f62c6004b67bfb6892edca2c9af16ab0fb8c5cdbbf59acb2e3f45cee,2.6715,0.989314,250,1,1,2026-04-24 00:14:24,eth-updown-5m-1776978300,2026-04-23T00:00:00Z
"BNB Up or Down - April 23, 4:55PM-5:00PM ET",Down,0x8baa32dd93885d59fd86f71cd6e0ac49623a6c41b571365ce439f681d7d372d0,1.4849,0.99,148.49,1,1,2026-04-24 00:04:24,bnb-updown-5m-1776977700,2026-04-23T00:00:00Z
"Solana Up or Down - April 23, 4:40PM-4:45PM ET",Down,0xb46318ebe5f1b71a1bf826c9d6cd8c47542007eab7d5959a5f84386f070ed31a,3.72125,0.985115,250,1,1,2026-04-23 23:49:24,sol-updown-5m-1776976800,2026-04-23T00:00:00Z
"Hyperliquid Up or Down - April 23, 2:15PM-2:20PM ET",Down,0x0bae407e1d077caa366fbbfeccbe4ca46b0cc2627c615ba44b0bbe8816acb07c,54.716,0.781136,250,1,1,2026-04-23 21:24:26,hype-updown-5m-1776968100,2026-04-23T00:00:00Z
"Hyperliquid Up or Down - April 23, 12:10PM-12:15PM ET",Down,0x8cd7110f513f5d106bd9f222cfaf9a1d5e08e16d03cfeca02c6acf0a26a05769,0.3954,0.99,39.540000000000006,1,1,2026-04-23 19:19:24,hype-updown-5m-1776960600,2026-04-23T00:00:00Z
"Dogecoin Up or Down - April 23, 11:45AM-11:50AM ET",Down,0xedeb8e1a18bb61d5420cb6509ca5c281fa16ab743019d80b93ab4e213ab1d1af,0.9066,0.99,90.66,1,1,2026-04-23 18:54:24,doge-updown-5m-1776959100,2026-04-23T00:00:00Z
"BNB Up or Down - April 23, 11:40AM-11:45AM ET",Down,0xab0bdf3a143f686a5fffefd5c198ff8a8b9fd6ba7f857bc11f83004bdd3d0e4a,2.5,0.99,250,1,1,2026-04-23 18:49:24,bnb-updown-5m-1776958800,2026-04-23T00:00:00Z
"Solana Up or Down - April 23, 8:40AM-8:45AM ET",Down,0x84544fefdde191526dc242b55a5aef71a0469a1c3d1c017abe9bf3a237ac4878,2.7,0.9892,250,1,1,2026-04-23 15:49:24,sol-updown-5m-1776948000,2026-04-23T00:00:00Z
"Solana Up or Down - April 23, 5:10AM-5:15AM ET",Down,0xf3f79831dafd385327c548a86b0ab61cc92dd20b65a8455cbc512b1148e0f577,83.72,0.5814,200,1,1,2026-04-23 12:24:24,sol-updown-5m-1776935400,2026-04-23T00:00:00Z
"Dogecoin Up or Down - April 23, 5:10AM-5:15AM ET",Down,0xb6013d540222be716009f03c64527faf77259d47a2b770709f433f365103c8f6,0.2569,0.99,25.69,1,1,2026-04-23 12:19:24,doge-updown-5m-1776935400,2026-04-23T00:00:00Z
"Ethereum Up or Down - April 23, 4:25AM-4:30AM ET",Down,0x87c1709817be3de189fbc74e181f3b6d55a7cc4c5e4c7202b64e277b1be7fe7b,18.8462,0.905769,200,1,1,2026-04-23 11:34:24,eth-updown-5m-1776932700,2026-04-23T00:00:00Z
"Ethereum Up or Down - April 23, 3:05AM-3:10AM ET",Down,0x3a839213ae623f689c2102ebcb1c532a74641946b24713197d11546f895dd945,0.09999999999999999,0.99,10,1,1,2026-04-23 10:14:26,eth-updown-5m-1776927900,2026-04-23T00:00:00Z
